IV1,IV2,DV
9,1144,9.7
3,2236,10.9
14,1185,8.7
3,964,11.6
8,1215,13.3
2,1809,11.7
6,727,5.7
5,518,8.7
20,1407,11.0
19,733,5.2
6,966,11.1
10,1667,9.3
0,923,7.5
2,675,5.0
14,1770,13.7
4,725,8.0
9,1037,6.2
4,1265,12.1
0,623,7.8
5,916,11.4
0,199,9.3
1,488,10.9
9,1074,8.9
3,1034,12.8
10,395,5.9
3,820,6.5
7,854,12.8
8,1199,10.9
12,1595,9.9
6,1019,5.5
4,498,5.6
1,1010,12.1
3,956,8.8
3,1621,14.1
11,320,5.6
4,1123,12.1
1,1290,7.5
7,450,6.0
0,555,13.7
21,836,6.9
0,1189,8.9
23,2304,10.8
6,1527,9.1
4,2030,12.1
14,1832,11.5
6,1148,13.7
12,1333,9.8
18,2947,13.8
7,1227,6.7
1,468,11.6
0,397,11.2
12,1741,10.5
5,1876,15.0
14,1497,8.3
4,2000,14.0
7,965,12.6
14,1005,9.0
3,839,14.0
4,635,7.1
10,2025,10.9
1,380,10.6
0,844,7.8
23,3249,14.4
0,792,5.7
0,849,14.2
2,654,8.3
0,610,5.4
5,2495,12.9
4,866,13.5
18,2079,14.7
3,1404,14.2
12,1963,13.3
3,604,11.4
3,600,10.3
5,810,9.9
4,2130,10.7
8,405,6.9
2,696,9.3
18,994,8.5
15,2956,14.9
3,688,10.8
9,2728,14.6
4,2011,12.0
3,1355,13.2
10,1001,7.4
3,1252,10.7
0,796,11.9
7,1424,9.8
10,1227,11.9
10,333,6.1
5,744,6.2
13,974,6.9
6,1379,13.1
1,992,12.9
1,468,13.8
2,459,7.6
11,1032,9.6
1,1142,14.5
7,658,7.7
3,1271,14.9
0,2017,12.6
1,539,8.6
4,470,6.4
13,1670,10.6
1,1118,14.8
1,1280,7.5
8,149,5.3
1,1478,11.7
9,1285,8.6
5,1202,10.7
0,547,6.9
6,1155,10.8
5,1236,12.0
4,995,7.0
7,808,11.1
5,580,8.4
0,1651,8.5
0,785,5.4
18,1238,8.8
0,337,11.8
4,693,6.7
6,1039,8.5
12,571,6.8
3,625,10.7
1,1220,14.3
2,1283,11.1
8,1329,9.9
2,822,12.0
7,1614,14.9
0,329,7.3
2,661,5.4
15,2256,14.5
7,1272,12.3
0,639,11.7
9,1396,12.0
7,1565,11.5
1,802,12.2
1,1199,8.7
1,2118,12.4
1,1014,13.5
5,998,13.6
8,669,7.1
15,2106,14.4
16,2348,14.6
1,1940,10.0
1,814,5.5
1,1355,8.5
8,759,6.5
10,2307,14.8
2,999,7.0
9,1326,10.4
10,1031,6.5
15,2230,15.0
4,925,9.5
14,1680,13.6
4,637,5.2
6,775,8.8
14,1372,7.7
4,577,5.9
0,888,11.6
11,1872,10.1
2,934,12.0
10,1339,10.2
2,1335,13.6
1,974,8.9
5,1147,14.1
6,1879,11.9
8,1529,7.7
4,1851,12.9
0,615,11.4
1,376,6.1
1,464,5.9
0,583,9.8
2,1079,10.8
0,1574,14.2
5,1150,7.0
7,833,5.4
6,1047,9.6
0,771,11.2
1,722,6.2
13,3158,14.5
0,793,9.5
7,1917,12.6
10,1664,11.5
4,684,9.1
6,1359,12.1
11,1845,11.6
5,1161,13.0
7,2360,12.2
3,1174,14.6
0,2261,12.4
17,1318,7.2
5,276,6.3
7,704,6.0
9,922,6.3
4,1227,10.4
2,1636,9.6
7,1728,12.4
4,1094,10.2
15,666,6.2
5,921,6.3
0,1211,13.1
2,1083,7.7
4,986,5.7
10,759,10.6
7,1079,7.1
0,217,7.8
1,1938,13.6
3,347,6.4
5,708,13.0
4,1377,12.6
5,1038,6.8
21,1540,10.3
8,2193,12.1
10,667,5.5
16,2018,9.8
8,1413,8.5
2,1035,7.3
1,926,9.6
18,2559,14.9
12,573,5.9
2,971,10.1
10,731,6.8
1,842,14.5
0,237,10.9
4,1929,12.5
1,2073,11.5
4,1115,9.5
1,1007,8.7
4,1853,14.6
1,968,6.0
8,464,6.6
0,1350,7.8
0,1356,14.2
3,904,9.1
2,878,5.1
7,968,7.4
1,1064,13.3
19,1595,8.1
3,544,9.2
0,416,9.3
6,628,6.8
7,708,5.4
14,2073,11.4
16,377,5.5
18,2119,12.6
4,485,7.6
4,878,7.5
9,1914,11.3
5,774,8.3
14,495,6.2
0,539,12.4
2,915,10.4
3,1714,11.9
4,335,6.4
13,1886,13.6
9,2320,11.1
0,573,12.3
13,1442,11.1
0,535,9.4
0,1093,7.6
0,647,14.8
10,1731,9.6
18,525,6.6
8,729,8.1
3,2454,10.9
5,540,7.8
1,876,14.8
11,845,6.3
17,998,7.5
6,2457,12.9
6,415,6.6
11,1532,13.7
11,2868,14.0
1,2187,11.1
6,1907,10.1
1,1406,15.0
16,1700,11.2
2,1808,13.8
6,1184,13.5
13,679,6.2
8,1149,13.6
4,1229,9.7
9,1704,14.1
0,925,6.9
0,1457,10.7
0,877,8.5
0,502,11.4
0,901,10.5
1,801,7.7
0,673,8.9
0,717,10.6
1,1514,13.9
5,858,9.3
0,731,7.3
0,952,10.2
6,1295,7.2
4,677,9.5
1,932,7.3
2,288,5.9
3,1812,11.0
2,846,6.1
5,1326,14.7
11,1416,11.0
7,1592,10.8
0,848,10.5
12,657,7.9
0,546,10.2
6,1932,9.7
3,1236,6.4
6,763,8.5
8,1157,8.3
5,2008,15.0
6,2207,9.9
23,999,6.7
5,1639,8.9
8,2019,14.4
3,1794,13.5
13,938,5.2
3,922,8.5
10,1181,10.2
3,913,12.4
9,912,7.5
9,522,6.5
14,235,5.2
4,1337,13.7
1,1100,12.0
11,2212,11.9
2,432,12.2
10,913,11.9
6,343,7.4
0,1097,7.1
17,1956,12.3
1,487,9.4
4,876,8.0
13,1154,7.4
3,949,12.4
10,1702,10.7
1,190,5.7
4,1621,10.6
0,1288,8.7
15,1888,12.5
2,1704,8.5
0,1051,9.9
2,947,9.3
11,552,6.4
5,2310,14.5
5,1181,7.0
14,2259,12.8
1,692,6.6
0,1379,12.1
0,1171,9.1
16,1592,8.8
14,1801,13.4
0,493,14.7
3,1604,13.5
1,479,8.9
7,1044,6.4
5,662,7.9
2,1587,13.1
0,821,13.5
1,872,12.6
3,928,6.6
9,1010,6.1
0,1977,12.4
7,535,5.3
2,1119,11.5
13,2156,14.4
4,437,6.0
3,634,7.7
1,1730,14.8
0,643,12.8
1,1322,6.7
0,839,14.2
10,1001,7.1
2,1251,9.0
13,1486,7.8
3,694,6.1
1,938,8.1
5,1196,14.1
10,1943,9.6
0,1079,8.0
12,1853,9.3
7,316,6.0
11,1921,11.8
0,2033,13.4
3,1200,13.8
3,728,6.1
3,1117,6.1
9,1726,13.6
9,1774,13.3
5,1043,6.0
2,1281,13.0
9,1200,12.5
2,1491,8.0
9,2166,12.3
1,321,7.0
1,458,5.9
10,2586,12.8
2,354,11.3
11,2850,14.8
15,528,6.1
2,1283,12.7
10,810,6.7
2,1603,11.2
0,571,5.0
1,1002,5.1
2,193,6.7
0,543,12.9
2,756,7.6
6,1775,14.3
9,2172,12.3
1,870,11.7
3,869,12.4
4,434,7.5
2,1319,8.3
7,2098,14.4
7,1141,10.7
1,450,10.3
12,1590,9.2
0,1125,14.1
0,526,10.4
0,312,12.6
2,1563,11.2
8,537,5.6
17,1278,10.1
10,1031,6.5
1,2969,13.6
15,1132,7.6
0,691,8.6
11,642,8.1
1,366,12.6
3,1750,12.8
12,1875,9.6
6,1505,14.3
2,2145,13.6
1,764,5.5
13,1662,12.9
7,464,5.4
3,748,11.7
0,496,12.5
12,1672,10.3
8,1213,12.6
3,1072,6.2
9,940,5.7
21,2878,13.1
21,1572,8.6
5,474,6.2
14,1842,10.2
3,964,11.6
0,1279,9.0
4,953,7.1
1,857,10.6
1,1198,14.8
8,2270,12.6
9,2218,11.2
2,849,7.3
2,717,12.0
1,2546,14.5
0,815,8.8
2,1191,11.6
5,272,6.2
21,2014,9.8
11,924,8.1
1,2434,13.4
0,1023,8.6
13,2521,12.4
2,657,7.0
10,1595,12.3
2,2003,10.8
10,551,7.9
13,510,6.8
3,414,7.7
18,2169,11.8
0,237,5.1
5,942,8.7
4,720,8.5
20,826,6.3
5,1158,10.7
6,1015,14.9
0,705,11.1
1,1094,11.2
9,1090,8.5
12,387,5.3
2,528,7.8
5,1410,9.7
0,1209,12.0
4,1384,11.2
3,1024,9.0
13,1438,13.0
6,1087,9.1
16,544,5.3
3,496,9.7
1,704,11.9
3,1504,11.2
13,1862,14.9
9,1882,12.3
0,694,14.6
12,1231,7.1
1,1136,12.6
6,1483,11.8
1,554,13.8
21,1078,6.4
0,1052,12.5
19,1570,10.0
5,1128,10.5
1,2165,14.4
1,1874,12.6
0,191,12.5
1,1090,14.3
14,1311,9.4
8,1517,12.2
19,2204,14.3
1,1346,9.8
5,1380,11.5
2,999,9.3
0,753,5.2
4,1073,7.6
4,2038,13.9
10,1307,13.3
4,1851,12.1
0,643,11.4
13,1752,11.8
2,836,8.0
3,756,6.4
9,1882,14.2
10,555,5.1
1,623,8.9
12,999,6.4
0,1392,10.1
4,411,6.8
2,1363,14.3
0,321,8.2
6,588,9.7
1,648,13.7
23,1349,8.1
0,358,9.3
2,1418,14.2
12,699,8.2
5,742,5.4
4,1083,10.7
14,775,8.3
10,1298,11.9
3,1096,6.1
16,1328,11.4
0,715,9.5
17,438,5.5
2,1924,15.0
22,1873,11.6
1,365,7.2
1,1178,10.0
3,724,9.9
20,2493,14.3
14,1185,8.9
13,994,5.2
10,1233,8.3
14,2162,14.9
3,1484,14.7
12,1885,11.2
9,490,8.4
8,1125,9.5
0,2160,12.6
10,2357,13.6
1,478,5.1
6,826,6.6
1,629,6.6
4,1541,7.9
0,652,13.0
15,1116,8.1
15,1441,8.4
1,704,7.5
8,648,7.4
16,2447,15.0
0,959,8.2
12,1588,13.3
0,497,6.7
7,1016,11.5
6,907,11.6
2,666,7.4
1,688,11.6
9,2630,14.3
6,977,7.2
0,571,8.4
3,720,5.3
8,1434,8.4
6,1204,12.2
15,608,5.6
7,1304,6.8
9,2085,10.8
5,413,7.0
10,2351,14.2
5,1056,13.5
12,1203,7.5
24,900,5.2
6,655,7.7
8,2193,13.3
5,430,7.2
8,1152,12.1
13,1610,14.6
2,1338,11.3
16,985,5.5
7,1760,12.5
2,558,12.7
16,485,6.4
1,1410,11.8
16,1837,10.0
7,338,6.5
6,1824,10.2
8,1769,10.2
11,1551,9.3
6,947,6.5
19,2594,13.7
11,2772,12.6
2,1619,11.2
5,1423,8.9
5,1409,10.1
3,382,5.0
14,1115,6.1
2,1035,11.3
4,509,9.3
18,962,5.2
0,1387,12.7
1,2090,9.8
3,557,9.0
1,368,5.8
8,1634,12.6
0,881,11.2
5,1203,6.4
15,1631,9.0
2,1035,13.8
14,1711,12.6
5,646,6.4
9,1700,13.3
2,603,11.2
5,1671,12.5
1,842,7.4
21,1738,11.2
4,1118,6.8
5,798,7.3
2,831,7.4
1,1718,11.0
4,1391,12.8
3,1030,13.0
1,730,6.2
1,1332,10.7
0,1375,12.4
1,1088,14.8
13,1799,14.0
14,1470,8.5
8,1314,13.6
10,811,5.8
1,512,12.8
4,1517,13.5
8,1649,8.7
0,1519,13.3
6,1962,11.6
0,974,12.1
7,1768,14.5
0,1431,11.7
3,1828,12.1
8,1833,11.5
0,1781,12.7
5,1678,11.9
11,1872,13.4
9,816,8.1
2,983,8.9
8,1684,8.4
7,2066,10.6
1,1514,10.6
4,1477,13.0
4,1776,14.4
14,1770,13.9
8,823,6.3
12,909,5.1
3,2084,13.1
10,2610,13.7
2,831,10.8
1,2126,13.3
6,749,5.8
6,2353,14.5
1,907,14.6
2,948,10.2
1,807,14.3
19,560,6.6
2,1995,15.0
0,673,9.6
0,881,12.4
0,501,8.5
2,751,9.1
1,1570,13.8
5,1146,8.8
1,442,12.4
10,1779,13.2
16,1632,9.3
3,1070,10.6
6,784,9.9
9,1910,13.6
18,2769,14.9
20,1470,9.8
0,363,11.8
4,1037,13.2
13,612,5.7
1,1166,9.1
19,1445,8.3
14,1359,7.7
3,1988,14.9
5,918,9.2
19,1748,10.4
0,421,10.9
4,325,7.7
7,1448,13.7
3,328,8.3
4,1830,11.4
0,411,5.0
2,2880,14.4
3,2260,14.9
2,1293,12.0
7,1108,6.8
0,994,13.9
0,1581,13.8
11,1407,9.0
11,1952,12.4
1,974,5.7
1,950,9.2
9,610,5.2
3,2534,15.0
0,602,9.5
4,2546,14.2
18,919,5.0
0,768,14.4
0,465,9.3
7,1064,11.2
1,1820,11.4
6,819,9.8
0,1281,14.2
9,1570,12.2
13,791,6.3
6,1107,6.6
0,1342,13.2
10,1871,13.5
1,2371,13.4
15,1840,12.6
4,1209,11.3
15,416,6.5
3,544,6.0
12,2293,13.3
1,1977,9.9
3,2201,15.0
1,866,9.6
8,1296,11.3
9,1306,8.1
5,816,6.3
4,2725,14.0
7,704,5.3
6,1371,14.1
5,1419,9.8
7,866,7.6
3,1811,14.4
2,960,8.3
17,1470,7.4
2,2196,12.6
6,1427,12.7
13,1289,8.9
0,1228,12.7
2,993,13.2
12,913,5.9
13,1529,12.5
13,716,6.0
2,547,7.4
0,998,14.0
1,1034,10.9
14,889,9.1
16,1117,9.6
9,2122,11.3
22,1823,11.0
4,1307,14.9
2,1395,8.2
0,1079,12.4
18,376,5.9
0,349,6.3
3,988,5.4
1,1902,12.6
0,875,5.5
0,931,12.8
3,1714,12.4
9,1606,10.9
2,1143,9.2
5,606,5.4
4,301,7.0
6,865,6.5
12,1441,10.9
0,505,8.0
10,1078,13.0
6,1349,8.9
0,252,12.1
2,1083,13.6
5,2046,10.8
14,1151,7.5
0,1861,11.3
1,731,11.7
9,491,7.6
14,415,6.8
1,1118,10.8
0,245,7.6
10,1739,8.1
16,1632,10.3
0,1667,14.1
5,732,14.3
7,824,10.0
9,751,5.4
0,892,13.4
17,1375,9.0
12,1333,10.6
0,194,12.7
1,362,6.5
5,1248,8.4
6,223,5.9
21,1276,10.3
5,510,8.3
1,1064,7.3
0,943,10.5
15,1408,8.9
0,605,14.5
14,1410,9.6
9,1375,8.8
9,1466,9.9
11,2818,14.0
10,1541,14.0
4,654,7.2
19,2498,12.3
0,2731,13.4
5,2168,11.5
4,365,6.0
1,1406,9.8
1,1067,7.2
17,1698,10.6
7,260,5.5
5,1112,9.2
0,991,7.7
0,607,9.0
0,883,10.7
3,802,14.2
2,1523,11.3
0,673,6.6
0,1051,6.1
1,2402,13.0
14,1515,9.8
0,371,9.5
8,1426,9.1
1,1325,11.2
9,1770,10.6
12,1363,11.9
0,773,11.3
0,481,7.5
0,602,10.2
6,1023,11.0
1,1167,13.9
5,758,5.4
2,600,13.0
2,2403,11.3
8,1377,8.4
0,489,9.4
0,481,12.2
6,1597,12.8
6,979,5.6
7,1702,9.3
0,1069,6.9
10,1210,10.6
0,1266,9.3
5,915,5.2
14,1620,10.9
2,983,9.7
0,286,6.5
1,1906,13.9
7,952,5.1
6,1087,8.3
11,1695,12.1
1,1523,14.2
4,1465,12.3
2,871,8.1
20,1055,9.3
1,844,10.8
1,740,14.2
20,1847,12.1
13,1663,14.0
1,1178,10.5
10,1703,11.4
15,2201,11.9
2,1251,8.1
4,983,14.3
3,1572,8.7
8,1833,9.9
19,2820,12.4
11,2542,12.6
0,149,8.0
5,732,9.3
0,902,5.0
5,780,6.1
3,1340,14.9
6,1111,6.9
9,1786,10.0
2,1005,5.3
3,1134,12.5
6,1087,7.5
3,840,8.3
23,1704,11.3
9,1418,12.1
3,692,9.6
2,1043,12.1
17,1078,6.4
1,653,6.7
12,1016,10.1
11,408,5.0
6,2147,14.7
1,677,7.9
2,1359,13.8
11,1162,6.1
6,889,14.7
13,809,5.8
21,1386,10.3
0,1303,7.1
0,787,9.9
14,1725,12.7
15,1672,13.2
5,1176,6.8
1,984,8.6
1,1170,9.8
5,1320,11.0
19,756,7.7
13,1928,12.4
12,1653,10.3
1,828,14.9
9,1200,8.4
0,1045,9.0
8,3057,13.6
8,1689,9.3
2,798,12.9
2,934,7.9
5,1650,12.8
17,1116,10.5
1,784,7.5
8,471,7.8
5,1574,10.7
3,364,10.8
1,608,6.3
0,647,10.6
21,2222,12.5
13,546,7.3
1,894,7.3
0,1549,12.1
11,1562,7.7
1,994,8.3
12,2389,13.9
12,573,6.6
0,533,13.4
6,757,8.9
2,3103,14.7
0,1561,10.0
3,1168,14.3
7,1011,5.9
4,2117,14.8
4,560,9.6
2,758,6.4
6,1477,11.4
0,1225,13.8
1,1339,13.6
0,880,11.3
8,1747,12.1
4,653,6.8
1,1619,11.2
2,603,6.2
3,1492,9.4
0,1119,10.6
2,867,5.3
2,1131,8.3
7,1192,11.0
4,1181,9.8
0,745,10.6
8,1046,8.0
7,1641,7.8
8,977,10.1
15,556,6.7
3,658,10.4
3,1555,11.7
3,644,5.4
2,1939,13.0
3,778,6.3
0,2101,11.8
10,791,8.3
5,783,8.9
0,2101,12.9
4,2293,13.2
6,2449,13.0
18,2844,15.0
5,2168,13.4
8,961,7.4
9,2098,12.0
18,2071,15.0
3,1930,14.0
16,1904,11.1
12,2267,12.8
2,938,7.0
19,2420,14.1
4,585,14.5
16,1439,10.2
15,1416,8.2
1,1262,12.6
3,655,11.0
1,234,10.4
9,2030,11.3
2,1119,8.5
9,1816,12.7
14,2465,12.7
15,1356,8.6
6,1351,11.3
3,1112,9.8
8,1233,6.9
5,2008,10.7
3,1108,8.7
11,852,6.5
1,257,8.0
4,1439,14.2
1,1164,13.5
5,438,8.2
0,733,9.2
2,935,7.2
6,1359,13.7
1,296,5.5
0,475,5.9
7,2308,12.5
13,2020,12.3
4,614,6.3
8,849,7.1
0,1821,10.4
0,1717,12.1
1,622,7.5
7,1708,13.7
1,1322,11.8
5,978,6.2
5,334,7.8
7,801,9.3
7,1284,11.1
12,1421,11.8
0,869,11.0
5,776,7.5
2,2148,14.9
16,2292,12.6
6,1207,7.6
13,1364,7.2
3,1068,6.6
2,1278,9.3
10,2893,13.6
1,336,14.1
2,798,9.7
0,940,13.8
0,826,9.6
0,484,6.6
0,1091,14.2
0,553,10.2
24,3300,14.7
9,1760,8.8
19,2240,11.7
5,622,10.3
4,382,6.9
1,908,5.6
0,726,9.5
4,1832,9.8
7,1568,13.8
22,2975,13.6
12,909,8.4
4,1630,14.5
17,1899,11.1
3,1223,9.2
7,1438,9.8
3,644,12.1
4,1289,11.8
8,1621,10.3
8,981,12.5
4,525,6.5
11,1797,10.5
1,1151,12.8
0,1201,14.3
10,2006,12.7
12,2533,12.0
1,1432,10.1
9,136,5.1
0,915,7.7
1,586,11.2
0,1013,8.7
17,1018,5.1
2,1299,10.6
0,485,7.2
18,759,5.1
3,1180,9.5
5,1038,7.4
5,758,7.0
2,251,6.0
9,2434,12.1
6,1107,6.2
8,1648,14.8
1,774,13.5
9,1505,10.2
0,367,7.6
3,2163,13.7
1,470,6.6
12,1105,6.5
6,381,6.0
1,570,12.3
0,1207,14.9
3,514,7.6
6,577,5.3
11,2658,14.1
1,656,11.2
2,1287,8.0
15,1136,8.3
11,1491,9.2
5,1414,10.8
8,839,6.1
15,1665,13.2
0,616,5.3
0,775,10.2
7,840,8.2
6,501,6.8
9,570,7.2
14,1419,11.9
8,1673,11.7
5,2316,14.7
1,1377,13.6
2,843,6.1
4,1157,7.8
2,1363,8.3
3,660,9.5
4,1925,11.1
0,727,9.4
4,1645,8.9
0,603,6.2
12,1973,12.3
5,1572,12.5
1,752,6.7
5,699,8.7
1,1238,12.4
1,1107,13.0
8,1629,14.6
7,1056,11.9
12,1756,9.7
1,1514,9.5
5,1593,8.5
5,924,5.5
0,1055,13.0
0,470,5.3
6,1393,13.4
12,1420,8.4
8,2009,10.8
1,362,5.4
24,1275,6.3
4,1499,9.1
10,2627,14.9
0,937,5.1
4,803,5.9
10,1747,14.9
2,2033,14.7
6,887,9.7
2,612,8.0
5,545,5.1
23,504,6.5
4,1525,12.7
7,1623,9.2
1,321,6.4
0,765,14.6
16,1917,10.0
2,771,8.9
3,1284,7.1
5,1849,13.8
11,1208,10.5
12,1476,11.0
10,1387,11.4
16,2225,11.9
5,1469,10.4
7,1788,9.9
0,774,13.3
19,860,7.3
6,1087,9.3
17,683,7.9
3,724,7.5
2,1839,14.6
4,685,6.5
9,2410,12.2
0,703,5.6
3,820,5.4
5,1044,8.4
13,2614,14.8
6,1135,13.0
7,1244,8.7
0,745,13.0
2,513,11.0
3,2329,11.9
6,847,5.3
5,924,9.2
2,1375,13.5
1,794,5.2
3,816,6.8
10,1211,6.4
14,590,5.9
3,1408,11.7
11,1678,13.6
12,957,5.9
2,623,8.8
8,1692,11.3
2,1113,14.6
3,1159,10.0
0,2245,11.4
3,984,12.6
6,1384,10.2
12,1201,6.7
8,1550,7.4
0,577,5.5
7,1256,8.7
9,612,8.6
0,545,6.8
8,1215,12.4
17,1536,9.9
1,680,10.4
2,1278,8.9
5,721,5.0
21,2302,13.5
11,1032,9.7
5,586,5.1
12,1934,12.5
21,2494,13.4
8,900,6.3
20,1461,10.2
13,1049,6.3
1,762,9.8
21,1848,9.3
3,2166,13.1
0,965,10.4
6,807,8.1
0,214,6.1
12,2413,14.0
3,711,12.5
1,891,8.1
20,2221,14.0
0,162,5.4
15,2062,11.9
9,1882,9.1
3,1104,10.4
8,446,5.1
8,2769,14.2
2,448,6.9
1,1017,6.4
4,380,5.2
2,1098,10.5
3,1220,6.9
17,1026,6.6
3,1444,9.1
4,1153,8.6
1,647,10.8
7,312,5.8
1,1377,11.6
5,2036,13.3
2,849,8.1
22,322,5.9
4,1255,11.8
19,600,6.1
6,1107,9.0
10,2027,10.9
11,588,6.1
7,1053,11.4
1,427,5.7
15,1644,11.5
1,1274,8.6
0,1151,9.7
15,1916,9.3
15,1156,8.9
23,2640,12.1
0,801,7.4
2,753,7.0
4,1130,14.3
9,208,5.7
5,656,6.7
0,364,8.3
2,743,7.0
0,469,9.6
9,1242,7.4
7,1386,10.6
0,181,6.0
5,2061,13.4
2,360,5.4
2,1242,8.4
0,1567,9.7
4,1625,11.8
1,1450,14.6
14,1137,8.2
8,1199,7.0
5,1337,11.3
0,819,8.9
0,1297,13.8
3,1346,8.3
2,963,12.6
4,1669,12.9
0,963,9.7
5,882,8.6
0,1495,9.4
2,615,6.2
4,1199,9.4
7,1328,12.2
10,1559,10.2
2,467,8.0
7,1718,12.7
8,1343,7.3
8,1658,14.0
2,2073,13.3
11,1671,10.5
14,2766,14.6
1,407,8.2
9,593,9.3
14,300,5.7
4,1269,8.5
5,1830,9.7
11,444,5.1
0,981,10.8
19,917,7.7
4,950,5.6
1,472,11.5
7,768,6.9
0,498,12.9
18,1915,9.7
3,1214,8.0
6,1271,10.1
7,1963,10.7
3,1474,14.8
2,931,8.6
5,1161,11.9
15,1968,13.7
7,883,5.6
8,1140,8.2
1,450,8.9
2,171,5.6
5,942,9.5
1,1100,14.7
2,991,9.3
10,1487,10.0
15,2277,14.5
3,229,5.7
9,742,10.2
2,219,6.2
5,670,10.4
1,994,14.5
6,1151,6.7
2,852,8.1
6,1027,8.6
0,906,5.6
4,2005,14.0
2,1491,10.2
4,1391,10.1
7,1756,10.0
6,1517,10.4
20,2528,12.1
1,532,5.9
5,762,14.2
14,715,6.4
8,729,9.2
14,2281,13.7
6,1928,12.4
0,1450,12.6
1,576,14.1
0,539,9.3
7,2138,13.0
7,1421,13.3
8,1161,8.2
6,1817,13.7
3,2038,14.2
9,1850,14.6
16,2569,13.3
3,1636,10.2
12,1508,12.6
15,1856,9.8
20,2243,13.1
6,407,5.3
1,905,5.7
1,1346,12.5
11,597,6.3
11,2358,10.9
20,2309,13.4
15,776,6.1
1,2732,14.1
10,924,9.8
0,536,7.3
0,621,12.0
6,631,9.1
3,963,9.9
7,1638,13.1
10,957,12.3
6,364,8.1
6,999,10.5
0,194,7.0
1,590,10.2
0,1585,13.1
6,1103,13.8
19,2022,9.9
4,1832,12.0
0,1161,9.4
4,1029,6.4
1,1520,9.2
20,2643,12.8
8,1923,14.3
13,1646,9.9
1,1182,12.4
0,767,10.0
1,650,5.6
13,1319,10.8
23,1549,7.6
14,2275,14.1
6,844,7.0
1,1562,12.6
8,2434,12.5
1,498,5.7
0,817,5.5
11,896,5.8
18,2319,12.8
4,405,7.3
5,1488,13.2
9,1410,9.8
1,1946,13.8
11,1117,12.7
3,484,7.7
0,465,8.9
0,691,13.7
4,1398,11.8
15,962,6.2
12,697,7.0
1,950,6.0
14,1743,14.8
13,2240,13.5
3,1829,9.5
2,1305,10.5
1,482,5.1
15,1176,7.0
1,464,13.0
5,2342,14.2
2,1259,14.0
4,1468,14.6
7,2533,11.7
17,2218,12.0
0,1601,11.7
0,1243,11.1
4,1696,11.7
0,717,7.1
7,1196,6.7
7,1716,14.6
8,1379,10.4
18,418,5.0
7,2860,14.2
1,2548,13.7
1,474,7.6
2,1651,12.1
8,859,5.9
8,1029,5.7
19,1420,8.1
2,623,10.2
2,1098,8.8
7,2150,13.5
6,2182,12.8
8,2033,11.6
9,1543,10.5
12,728,7.5
2,538,13.6
2,2096,13.1
0,1429,10.6
21,2222,13.9
1,656,13.3
12,1567,14.0
4,885,5.2
2,1033,8.1
2,936,12.9
1,846,5.6
1,1109,12.7
3,532,14.3
16,1860,10.4
4,1500,9.4
4,1293,9.6
6,3182,14.6
1,346,6.5
5,409,6.5
17,1975,12.1
16,845,7.9
0,2107,14.3
2,1923,14.5
1,570,5.0
6,205,5.2
12,1645,10.7
10,550,8.2
0,760,6.4
6,2782,12.3
21,1100,6.8
8,1641,7.7
1,890,12.3
3,640,12.6
14,1475,10.4
3,2524,13.7
0,381,11.8
1,1472,13.0
3,949,8.9
14,1185,9.3
4,1685,11.4
4,1349,12.3
5,1842,12.5
6,639,9.5
0,575,7.0
0,791,10.6
5,1051,9.5
11,2118,12.3
5,1315,8.1
4,1825,13.0
0,1033,8.7
19,1895,9.8
8,1077,6.4
22,1343,10.1
0,717,14.4
6,2713,14.9
5,816,11.4
9,1302,11.1
0,883,12.9
3,1006,13.9
0,933,9.1
16,1271,7.0
8,691,9.0
13,1988,13.5
0,253,5.6
1,1209,6.9
0,479,13.1
15,1276,8.7
9,3322,14.7
0,1453,7.1
2,1397,12.5
16,1138,7.0
9,1260,11.7
9,1230,13.2
0,405,5.8
3,913,14.0
12,2193,11.6
1,1146,7.5
1,611,11.9
5,1916,14.6
9,930,6.5
10,1716,13.4
7,760,7.2
8,849,7.0
3,1169,11.0
12,1231,6.9
18,1539,8.0
8,779,7.9
0,2490,14.9
9,1220,9.3
4,973,12.4
4,1094,8.8
0,721,14.8
3,728,8.8
22,2024,13.0
4,901,10.1
6,1085,7.4
11,844,8.6
3,880,9.8
5,1005,11.4
0,1121,9.6
5,2142,9.9
8,597,5.2
10,427,5.5
0,477,5.2
19,2200,14.8
10,1265,8.9
5,1910,15.0
4,928,5.3
8,873,11.4
14,1343,11.2
13,1109,6.5
3,1432,15.0
0,1342,12.4
2,294,7.0
0,601,7.6
13,2142,13.2
14,1759,9.9
3,924,13.8
0,955,9.8
13,806,5.2
14,889,8.0
10,536,6.6
3,534,11.8
0,1177,10.3
6,1942,13.8
0,1063,14.5
3,1874,10.9
20,2349,12.5
2,1344,14.1
10,899,10.3
5,1043,5.4
0,905,8.6
12,1213,9.1
4,1182,10.8
6,577,7.8
4,1133,10.1
16,2348,11.9
2,1171,9.1
6,1536,10.4
22,2615,12.5
14,1841,10.2
7,1028,6.1
5,1773,12.4
13,1814,10.6
0,677,9.3
1,1322,13.3
10,1659,13.9
7,1254,7.3
9,1918,14.2
5,1306,11.1
2,1041,14.3
19,500,5.6
7,1744,10.5
4,707,5.4
2,981,13.9
15,909,9.2
7,1268,14.2
2,855,5.8
0,764,6.1
1,1762,14.6
0,677,10.5
10,2111,12.3
2,954,14.4
9,2138,12.2
16,1619,13.1
